Episode,Reward
313,2920.0648328047246
314,2517.5748553304
315,4969.364723987877
316,3665.909787673503
317,4730.9197359178215
318,3480.0297998934984
319,4935.169723120518
320,2518.3698542239144
321,4268.61475400161
322,4941.574722855352
323,4347.85475695692
324,2719.0898428531364
325,4924.444722630084
326,4509.1547445124015
327,4470.199743562378
328,4640.129731754772
329,2039.1848733471707
330,3353.0248113311827
331,4085.454765735194
332,1936.449888465926
333,2068.0348748890683
334,3888.0047761509195
335,2115.3598765777424
336,2539.339855475351
337,3457.8847990455106
338,2713.879843651317
339,3720.9797883741558
340,3065.359821113758
341,3665.859787412919
342,3121.9648229544982
343,3591.6647839546204
344,1904.9098876109347
345,3519.9148004027084
346,2911.549833299592
347,2137.8498783092946
348,4230.844752887264
349,1745.579899277538
350,4113.139768269844
351,1687.4748978633434
352,2736.179843997583
353,2270.7648633681238
354,2139.579878790304
355,2641.789841009304
356,2315.579866777174
357,2678.5298433601856
358,2530.304856048897
359,2676.764843334444
360,3424.369796444662
361,4135.294769103639
362,3092.2098208246753
363,3918.279776725918
364,3984.9897620705888
365,2439.174852827564
366,1723.3548994390294
367,2625.5298411855474
368,1528.84491099976
369,2623.259841204621
370,2466.349854505621
371,2489.59985609632
372,2100.284876839258
373,1307.8949209162965
374,1834.70988615416
375,2017.8448731964454
376,1317.3899225052446
377,2333.85986778792
378,3851.7697764001787
379,4113.419766437262
380,2676.4748436603695
381,2523.799854672514
382,3219.0798080619425
383,1928.8898892989382
384,3510.359799861908
385,2397.089851366356
386,1883.1648872597143
387,2400.404849796556
388,2726.684844075702
389,3470.4447975866497
390,2897.594833869487
391,1733.984899780713
392,3739.854790044017
393,2336.644866784103
394,1281.3549183839932
395,2912.324834180996
396,2733.589844495058
397,2627.1948423432186
398,3331.9598131943494
399,3283.899811121635
400,3532.8548000315204
401,3592.1347850114107
402,3524.0247988952324
403,3087.439821551554
404,3796.7247745096684
405,2534.0948549062014
406,2330.8598661385477
407,2841.3698108019307
408,4044.534765355289
409,2674.4248426547274
410,4110.139767746441
411,4639.39473033417
412,3268.5948096821085
413,3904.5197767456993
414,3262.3948088483885
415,2725.099844180979
416,4402.099741301499
417,4047.1347647812217
418,3422.6447957204655
419,1867.5898853205144
420,666.8549508890137
421,3013.899817732163
422,1414.71490520332
423,2719.4798432644457
424,2454.819851874374
425,3913.5397775173187
426,2908.494831725955
427,4408.564740885049
428,3493.9997981023043
429,3679.3297871034592
430,1941.7548881545663
431,2724.179842174053
432,4896.3497216664255
433,4511.754745328799
434,2680.6998421335593
435,4529.629745940678
436,3703.2947895145044
437,2106.4698765864596
438,4493.844744528644
439,3908.4297777367756
440,3263.5298094451427
441,3837.0747747272253
442,4903.75972169172
443,1712.1848978661
444,2482.2048538029194
445,4676.244732938707
446,3677.734786820598
447,4328.779757952318
448,4552.069746739231
449,1709.644897973165
450,1190.9849157081917
451,1530.7948719030246
452,4482.319743152708
453,3702.0847876891494
454,2463.43985220138
455,4394.194741721265
456,2516.6498539159074
457,4115.0647677164525
458,2466.099851898849
459,1251.7999174082652
460,3085.1848202552646
461,4749.079731834121
462,1884.1798855718225
463,3672.609785445966
464,2312.60986453481
465,4061.7147657666355
466,1547.0949101140723
467,1565.7849106993526
468,3293.914791127667
469,1695.8898970596492
470,2528.3498547319323
471,4680.019732419401
472,3706.234788504429
473,4130.209767797962
474,4278.724753823131
475,3901.4847767716274
476,4177.809751168825
477,2986.249816850759
478,2496.39985428378
479,2690.854842205532
480,4104.999748422764
481,3301.3298095082864
482,2272.4448637142777
483,1909.5048870630562
484,4245.089753807522
485,2589.23483830411
486,3875.589756838046
487,3830.2347736628726
488,2145.6998761584982
489,3704.0397877944633
490,4607.804730409756
491,4395.529739528894
492,4077.989764514379
493,2437.0148519277573
494,4085.1297652339563
495,4070.989766208455
496,1506.9749090746045
497,2718.629845034331
498,3694.12978770677
499,1487.529907817021
500,3716.974789623171
501,1047.5199291789904
502,4417.809741528705
503,3141.9698221916333
504,2815.854827530682
505,479.76996307913214
506,3912.444777394645
507,2567.6998559292406
508,4106.3297659009695
509,3061.584818904288
510,2677.3748420188203
511,4116.159768269397
512,2748.5698444470763
513,4696.719732455909
514,943.4449433041736
515,4004.6347620114684
516,2518.1348543632776
517,1731.2448988389224
518,4655.729731656611
519,4097.249767456204
520,3721.2197884907946
521,2498.2298522340134
522,4321.149755596183
523,3612.654783547856
524,3720.479788239114
525,4521.03974466119
526,3692.1447858428583
527,4377.91973893065
528,4528.944746132009
529,1921.364887333475
530,2518.8048542598262
531,4667.22973221913
532,851.8799401270226
533,3485.154797294177
534,3301.7048103520647
535,2145.029877508059
536,2409.9598499881104
537,2119.584876369685
538,3483.739798763767
539,1485.8899079570547
540,3704.7397875776514
541,4774.219734035432
542,1767.539900019765
543,3470.5947980266064
544,3118.364803326316
545,684.5549522070214
546,4317.639756644145
547,2515.164854143746
548,4214.079752150923
549,1324.004920634441
550,2616.8148398837075
551,3362.3997942646965
552,2502.4748538322747
553,4907.464721905068
554,4480.604744503275
555,4666.224732371047
556,1926.7098874803632
557,4253.4447533953935
558,3928.1347790146247
559,2637.3648401787505
560,2318.7898667994887
561,4065.664764208719
562,3628.209766975604
563,3723.374769842252
564,4151.834768159315
565,2956.704833513126
566,739.3999542621896
567,2474.304852549918
568,3714.694788501598
569,3324.324810177088
570,3405.0147962663323
571,4135.804766736925
572,3990.6597621859983
573,2545.289855275303
574,2150.1098776198924
575,3912.3647768860683
576,2976.9597967211157
577,3724.7097892304882
578,2544.9548552120104
579,3664.724786655046
580,1620.6198946293443
581,2783.339828231372
582,3862.9797574812546
583,3676.9247876005247
584,3056.144819436595
585,3675.554787479341
586,2972.7248341506347
587,2837.9948291499168
588,3327.504810393788
589,3705.9897879678756
590,3754.4297717232257
591,3042.8598189512268
592,3643.5647864304483
593,3208.269806280732
594,4309.30975567922
595,2810.9298287639394
596,3756.0547715611756
597,2879.97483097855
598,2386.844849610701
599,1749.4998814370483
600,817.5949197439477
601,2509.91485380847
602,3453.9497986231
603,863.7899410817772
604,2441.834852669388
605,2148.2098583290353
606,1887.9348858976737
607,3048.6948187630624
608,1640.44989637658
609,3676.184785217978
610,2048.479872515425
611,3131.509804289788
612,3147.99980356358
613,3638.1847856556997
614,2882.7448314009234
615,4360.139739261009
616,3973.2797610303387
617,4101.219766212627
618,1750.709898418747
619,3918.2147769303992
620,4067.3097652234137
621,3911.6247776644304
622,4322.7297558207065
623,1699.8348979651928
624,1741.5698815193027
625,4156.779730680399
626,60.90998636279255
627,4110.249747576192
628,2788.9298277627677
629,3452.5197978978977
630,3277.6798088056967
631,4449.304741717875
632,1752.994881240651
633,4529.449745153077
634,2915.3948320560157
635,4498.729742457159
636,3419.7997957905754
637,4120.089766735211
638,3418.8447957076132
639,2132.0048771807924
640,3212.1098061539233
641,3840.359774212353
642,1934.7948879934847
643,3707.4947697604075
644,3810.344773611054
645,4075.4597637839615
646,3469.6597975278273
647,4052.2097643846646
648,4282.914754776284
649,2296.0898644141853
650,4021.784762740135
651,3773.649772591889
652,4097.809766714461
653,4899.009721803479
654,4692.369732931256
655,4589.884729458019
656,4502.279744732194
657,3497.4797995518893
658,3910.4097773125395
659,3880.8647771235555
660,3711.91478812322
661,2698.8498441511765
662,4075.3947654133663
663,4281.364753426984
664,4205.779730875045
665,2564.3048562752083
666,4679.534731837921
667,3338.634810791351
668,3324.059810720384
669,4276.5147541146725
670,3515.079798974097
671,4546.049727015197
672,4524.834745383821
673,4094.1897653900087
674,4332.929737654515
675,4253.404753659852
676,3432.2997968243435
677,3369.0748107647523
678,3453.4947969783098
679,4112.914766924456
680,3904.1597776105627
681,2124.509877459146
682,3503.2697998695076
683,3876.3547765873373
684,4636.399731256068
685,3505.3547988617793
686,3945.849778770469
687,4301.599755419418
688,3645.2847865168005
689,4494.18474374339
690,3708.37978815753
691,1823.5248841177672
692,4219.474753217772
693,3903.6197780957446
694,3424.35979672987
695,3887.5647759772837
696,4652.799732012674
697,2330.969865575433
698,1525.2649106150493
699,3901.3597784033045
700,2099.899876680225
701,4289.5397560968995
702,2606.919839161448
703,3339.3448111033067
704,3882.7747760927305
705,3697.889789044857
706,2872.1548306131735
707,2899.024833245203
708,2718.7898242659867
709,3997.4647622788325
710,3707.549788400531
711,4497.804744986817
712,1488.9098512269557
713,1158.0249324850738
714,4008.7847624029964
715,3735.5247892085463
716,3349.124811483547
717,3290.2398104127496
718,4280.049754221924
719,1140.7249319590628
720,2155.664877555333
721,3312.8398109534755
722,3779.409772749059
723,4068.794764779508
724,4030.044763535261
725,2856.2298288857564
726,4662.614732529037
727,4907.224722134881
728,4309.479755316861
729,4266.9997537359595
730,3875.864777716808
731,3672.439787937328
732,3884.1747769033536
733,2707.9348448356614
734,3734.214771972969
735,3767.269770439714
736,3701.1247886968777
737,3114.9698227895424
738,2685.599842598662
739,2334.45986703597
740,3943.114779356867
741,3045.179819867946
742,2686.674843355082
743,1369.3499220293015
744,1339.149921439588
745,3539.209802351892
746,3552.079782953486
747,2459.9848529063165
748,2939.0948349731043
749,2443.429852824658
750,2444.214852943085
751,3634.5847863499075
752,3644.184785974212
753,3473.074798515998
754,4610.924730475061
755,4185.269751300104
756,2611.7198398243636
757,2484.30985362269
758,2531.9148368388414
759,3428.424777750857
760,3676.134787697345
761,4259.794754074886
762,2482.1198541410267
763,2825.4598285285756
764,2092.4198750332
765,3664.8147871354595
766,2522.969855932519
767,3208.1748056961223
768,1862.8598473304883
769,3908.589777770452
770,4158.1397502198815
771,2529.659856658429
772,3059.434819950722
773,4271.834754082374
774,3031.9198179449886
775,1130.8149330550805
776,1722.5548981921747
777,2358.02486756444
778,2914.5698329741135
779,3785.6947343200445
780,3477.854760091752
781,3820.1347737396136
782,3692.289749873802
783,3530.6498001432046
784,3130.899822026491
785,3834.0597748542204
786,2757.799844868481
787,2279.964807614684
788,3902.7747578462586
789,2712.53484295588
790,2288.769864886068
791,2749.9698456330225
792,2349.5598661778495
793,3640.424785713665
794,2935.5798330130056
795,2239.8848630422726
796,2199.884862292558
797,1236.2248998461291
798,3548.254801369272
799,4211.019752183929
800,750.8499543042853
801,2949.3548338813707
802,3053.129819618538
803,3136.16982205119
804,3463.68479860574
805,4468.464744247496
806,3101.739819964394
807,2754.3348269863054
808,3262.3948094258085
809,3208.739807232283
810,2482.9898547986522
811,2903.9448330784217
812,3252.1148085184395
813,2339.6448673279956
814,2516.9548551375046
815,2144.904878117144
816,2856.8348302468657
817,2820.859811043367
818,3387.2497945781797
819,3680.554787984118
820,3676.149786950089
821,2515.379855127074
822,3009.974797874689
823,3480.4897993318737
824,3374.709793159738
825,3546.4797828076407
826,4021.574764288962
827,4463.359743252397
828,2781.2847891552374
829,4680.709731537849
830,1314.7899200636894
831,3362.714794448577
832,3112.4898215169087
833,3594.129745507613
834,4076.5047658495605
835,4650.3097323440015
836,3175.8097852421924
837,3685.479787184857
838,4124.719767325558
839,3286.014810098335
840,3915.8397773476318
841,3645.084786298685
842,2564.6148566072807
843,3827.3347755176947
844,2767.934844679199
845,2925.144833018072
846,1736.369899862446
847,2905.8598319664598
848,2419.109851596877
849,3832.394774524495
850,3809.449774740264
851,2861.314830831252
852,2707.8798451563343
853,3482.7197992829606
854,2809.1798287723213
855,3711.7847891040146
856,2728.9598451647907
857,3095.6698200171813
858,3484.189799802378
859,1689.6648984625936
860,2540.434856065549
861,4314.119737358764
862,1180.709857782349
863,2906.199832452461
864,2546.6798565071076
865,2265.50986472331
866,4283.174754844047
867,2604.8798392238095
868,2546.0398567337543
869,4258.934754239395
870,4634.604729332961
871,4042.949764534831
872,2817.6248293584213
873,4275.3447546558455
874,2493.0198542810977
875,2352.614847340621
876,3360.7948122853413
877,2765.794828068465
878,3902.1947778556496
879,4292.684755321592
880,3151.9598234938458
881,3555.259801035747
882,3340.799812009558
883,3147.829822874628
884,1541.4899109238759
885,3331.7998100649565
886,4108.669767213985
887,3443.9647968700156
888,3897.80477861315
889,3958.524760751985
890,4120.604767004959
891,2900.26483224798
892,3526.9648012435064
893,2856.259830568917
894,3110.2448214804754
895,4309.319756129757
896,3336.5348111791536
897,3137.874823239632
898,4641.9747313559055
899,3832.9197745649144
900,3321.529810320586
901,4257.26975434646
902,2913.714832359925
903,3908.364758765325
904,1950.1548886448145
905,4115.499747982249
906,3939.5197788821533
907,3913.4997779391706
908,2110.209876008332
909,1492.969870371744
910,3713.829788433388
911,3248.7148077161983
912,2919.71483245492
913,4063.28476446867
914,4664.3947317181155
915,4894.689720785245
916,3313.439811467193
917,3021.634817971848
918,4295.204754294828
919,2129.709877388552
920,2049.0998736433685
921,3638.9747855383903
922,4237.929752768949
923,2348.7548661464825
924,4665.02473144792
925,3452.5697969282046
926,2908.804833318107
927,3091.0648203948513
928,4099.16976669617
929,3607.3447843510658
930,2936.8448329288512
931,3687.279786818661
932,4142.88474971801
933,3821.5647740596905
934,1626.8398950817063
935,3025.4798188768327
936,4531.169746348634
937,3833.929775093682
938,2907.4748132638633
939,3862.6047755312175
940,2297.4948642170057
941,3906.944778462872
942,2486.7548529440537
943,3923.6447592088953
944,2507.224853602238
945,3245.899808170274
946,2311.6048647062853
947,4318.534756182693
948,2941.2248331950977
949,1117.4549122797325
950,2909.4298303257674
951,3498.3447983898222
952,4435.229741269723
953,2490.2748532230034
954,1894.8298861049116
955,3879.4897765833884
956,4491.799743557349
957,3509.6397989029065
958,3612.854784613475
959,3524.304801129736
960,3084.2898197388276
961,4511.399744777009
962,2665.569784642197
963,3283.7948089456186
964,4571.18972679507
965,2966.2148338016123
966,675.9699524119496
967,4329.324737899937
968,4450.774741899222
969,3711.1797881592065
970,696.8649339852855
971,3863.7397757545114
972,2787.7647892804816
973,3109.0297647397965
974,4410.204741308466
975,4373.364739556797
976,2706.314842826687
977,3101.8098206007853
978,2143.2348774131387
979,4477.619744464755
980,2222.594862507656
981,3520.319781491533
982,4490.079725598916
983,3668.409787338227
984,4644.4097323017195
985,4289.8447549128905
986,3871.889776124619
987,3838.039774587378
988,4128.514767659828
989,3081.849819853902
990,4525.224745286629
991,4731.414734764025
992,4741.004735852592
993,4421.679741255008
994,2133.1848769327626
995,2091.7298567043617
996,2777.279827496968
997,1922.2248874958605
998,2450.779851953499
999,2138.149877944961
1000,3564.1198015687987
1001,3748.3447891436517
1002,2400.7748500611633
1003,4489.214743633755
1004,4075.7347650015727
1005,1778.8098810343072
1006,1732.704900010489
1007,4535.014744039625
1008,4104.369765806943
1009,3497.3397982474416
1010,2149.8848778847605
1011,2805.739828463644
1012,4940.864722855389
1013,3672.134786843322
1014,2406.894851086661
1015,2954.66481533926
1016,3497.7497998094186
1017,2279.7348638363183
1018,2905.1198340021074
1019,2895.0098319733515
1020,2989.9048176174983
1021,3316.6098112249747
1022,2466.1398523757234
1023,3171.87480587326
1024,3449.8147978028283
1025,2800.7598289567977
1026,1365.304921922274
1027,3941.289777962491
1028,1571.3549110107124
1029,3802.699773930013
1030,3715.6747888121754
1031,3565.1197839276865
1032,1658.2548956554383
1033,4759.534734702669
1034,3412.809795282781
1035,3860.409776005894
1036,3843.8847741261125
1037,2421.2898510498926
1038,2812.1248281085864
1039,3084.359801094979
1040,3705.054786512628
1041,2344.1698663225397
1042,2863.664829761721
1043,3025.739818015136
1044,3297.234809830785
1045,4716.454734886996
1046,2900.1398302251473
1047,3233.629806856625
1048,3845.399776090868
1049,2930.374833901413
1050,3342.1248125042766
1051,3690.1397878918797
1052,3524.6848011650145
1053,1769.144900135696
1054,4223.234752347693
1055,3314.9498102162033
1056,2697.5298433564603
1057,3067.3248205203563
1058,2922.059833040461
1059,3242.559808291495
1060,2867.3098312430084
1061,2493.304853560403
1062,3765.3297909842804
1063,2489.9798540882766
1064,1253.264879542403
1065,4027.9847641577944
1066,2132.9448770573363
1067,3481.0647991085425
1068,4291.004755633883
1069,2462.0898531340063
1070,3272.1398092471063
1071,3593.774784824811
1072,2126.274876541458
1073,2305.189864628017
1074,3702.324788261205
1075,3552.1447997856885
1076,3471.254798654467
1077,3329.379811609164
1078,2366.5348670110106
1079,3182.3148051137105
1080,3957.959761002101
1081,2553.354854646139
1082,2626.0148408040404
1083,2548.28985542804
1084,2352.814867674373
1085,2359.8598671806976
1086,3761.9047909434885
1087,1962.3248899569735
1088,2895.499831959605
1089,3091.209822302684
1090,3139.8948225937784
1091,2456.474852029234
1092,2656.829841936007
1093,3298.259809471667
1094,2319.339866890572
1095,3295.9698102157563
1096,2657.374843051657
1097,2008.8348724795505
1098,3451.6697961054742
1099,1683.0048982985318
1100,3857.0597762605175
1101,3154.2148221116513
1102,4052.7547655729577
1103,3195.994806867093
1104,4725.10973507911
1105,3573.659783923067
1106,2488.0848342450336
1107,2099.354875333607
1108,4097.949765974656
1109,4040.0997625021264
1110,3038.8398197591305
1111,2695.8598433071747
1112,4524.70974700246
1113,3298.0848100874573
1114,4106.859765814617
1115,3709.909769576043
1116,4541.609727522358
1117,4512.999745737761
1118,3625.7147853905335
1119,3262.274808684364
1120,3320.769810747355
1121,3025.0048189563677
1122,3094.7298221476376
1123,2685.5698237065226
1124,4957.674723427743
1125,2923.349794972688
1126,2071.9948758669198
1127,4275.409735810943
1128,3470.0347600681707
1129,3641.9497858555987
1130,3554.689762663096
1131,1562.989892073907
1132,1716.0848968345672
1133,1971.2898890729994
1134,1703.33489744924
1135,2891.5898309927434
1136,2707.2448239866644
1137,2792.574827778153
1138,3692.24474999588
1139,1308.0649193199351
1140,2371.2698673773557
1141,3931.5547777339816
1142,2382.2398497927934
1143,3396.40477620624
1144,2012.1348732672632
1145,2399.0548509294167
1146,3438.5497976960614
1147,1916.87988703046
1148,2573.574856276624
1149,1933.8998878430575
1150,2431.8248527618125
1151,2747.3848450053483
1152,3857.644776765257
1153,2154.6148784430698
1154,3109.289820891805
1155,4022.7297637052834
1156,3906.3497776482254
1157,3944.3947793245316
1158,3206.6948072463274
1159,2549.6948560252786
1160,3564.7398008471355
1161,2355.66986635793
1162,3947.5647610966116
1163,2240.329864547588
1164,3039.7898199232295
1165,3765.8447720054537
1166,3138.9998221872374
1167,4274.789753535762
1168,3948.3697782307863
1169,3535.669782044366
1170,3788.549772216007
1171,4382.364739363082
1172,2536.144854729995
1173,3299.3248106036335
1174,3158.6048225220293
1175,3303.184809968807
1176,4891.994721303694
1177,2911.8898327751085
1178,2948.58483317215
1179,4157.259767760523
1180,3312.4048101091757
1181,3108.3148209964857
1182,3722.059790028259
1183,2178.5948784509674
1184,4016.814743996598
1185,3542.8597988067195
1186,3548.8098013093695
1187,3570.3197838775814
1188,2863.2798304259777
1189,1357.6999218715355
1190,3493.14979822468
1191,4754.639734904282
1192,3334.1698107765988
1193,3708.6347881611437
1194,4115.144747707993
1195,4422.054741595872
1196,3919.4697773382068
1197,3342.014810894616
1198,2715.6998430462554
1199,2423.19985073898
1200,4299.539756173268
1201,3073.919819897972
1202,3661.439768275246
1203,4843.079719581641
1204,4110.429766427726
1205,3687.2697884328663
1206,3462.3047966826707
1207,1965.8998887864873
1208,4287.66473635938
1209,4447.004743184894
1210,2144.7848772453144
1211,3111.694802796468
1212,4091.0747653385624
1213,2561.5098387803882
1214,3606.809785059653
1215,4532.564743924886
1216,3871.099757220596
1217,3544.909800232388
1218,3158.949822650291
1219,3718.604770373553
1220,3077.229820485227
1221,4229.3097526934
1222,4691.8897328823805
1223,2315.704863946885
1224,4099.304765618406
1225,1981.404889610596
1226,2739.3748430907726
1227,2940.9348333803937
1228,3436.4097584653646
1229,3634.7147866543382
1230,2758.6098436815664
1231,3525.744799505919
1232,4457.874743334949
1233,3749.9147894196212
1234,3658.489786416292
1235,4154.849750574678
1236,3642.904785799794
1237,3543.5397992022336
1238,4127.914767484181
1239,3434.3897964693606
1240,2958.4298338256776
1241,3422.9697963548824
1242,3798.5947726080194
1243,3132.7848221044987
1244,3862.7347577828914
1245,3006.2398185282946
1246,2754.579845220782
1247,3721.8947699842975
1248,3527.5747822262347
1249,3165.3548223199323
1250,3647.1197679927573
1251,2175.3248780583963
1252,4173.384751346894
1253,4159.969750292599
1254,4216.704752122052
1255,4444.854742811993
1256,4278.019755506888
1257,2543.604855749756
1258,1971.9698894275352
1259,1424.6299060443416
1260,1166.1049144342542
1261,3547.8047995148227
1262,4107.464766980149
1263,4628.519730078056
1264,3519.7847994826734
1265,4502.379726435058
1266,2979.434816924855
1267,1936.4048693710938
1268,3572.3998013008386
1269,2963.304833668284
1270,3802.584754723124
1271,2742.2898450177163
1272,2321.564865136519
1273,3760.939790116623
1274,2092.6998575581238
1275,3552.7248002029955
1276,3220.8998075481504
1277,3107.7548208208755
1278,2568.469854827039
1279,2948.7748337257653
1280,2582.3848568284884
1281,4858.81472044345
1282,4082.8847651099786
1283,3244.364808175713
1284,3254.774807794951
1285,2342.0148662868887
1286,4080.8347655273974
1287,2188.894877408631
1288,4946.379723050632
1289,1786.4149005962536
1290,3381.0948112551123
1291,4826.489719553851
1292,2383.879867302254
1293,4083.789765648544
1294,3828.1597744710743
1295,4297.029754483141
1296,3744.899789796211
1297,4088.639766045846
1298,2583.5398565381765
1299,3342.0948109589517
1300,4082.3047658754513
1301,4241.189752802253
1302,4240.564753402956
1303,4706.289733177982
1304,2580.0598563300446
1305,1780.5699004298076
1306,4328.489737574011
