Episode,Reward
0,-464.395035892725
1,-1071.1000418178737
2,507.40490742307156
3,-114.95505989156663
4,-12.32505592610687
5,1081.8048932310194
6,-279.7100673755631
7,587.1499298075214
8,-1032.3000401500612
9,-426.295053740032
10,543.6148896403611
11,713.1699149478227
12,436.7149234749377
13,110.8749293005094
14,564.7149101020768
15,2203.399804269895
16,2488.8997971965
17,912.9398857858032
18,-13.600075180642307
19,-487.9200365804136
20,2733.4447874519974
21,-1190.1000469438732
22,-1048.4000408453867
23,665.4549133218825
24,2007.1348151564598
25,869.9199026646093
26,683.1698961565271
27,2394.204850181006
28,747.0499179195613
29,-921.6900358209386
30,-148.71008110325783
31,1043.8399097397923
32,421.04988454375416
33,270.3549167411402
34,-240.14004565868527
35,120.00991049408913
36,1117.0248750494793
37,147.99991238396615
38,1197.424878405407
39,2307.579808748327
40,12.389925361610949
41,282.88487874995917
42,-537.7400584276766
43,154.29991272091866
44,301.49989950470626
45,359.459901496768
46,-356.50003218185157
47,131.25491163879633
48,2497.1898357896134
49,2276.3798452802002
50,494.3399062678218
51,2620.4948213892058
52,1787.3198443315923
53,8.669924823567271
54,2837.244810245
55,736.8149160481989
56,520.4448890034109
57,2146.6348210219294
58,555.7899292539805
59,1597.9298941139132
60,-800.4850305402651
61,-1.6100746234878898
62,1897.5098489560187
63,3145.2947853198275
64,-100.7000591494143
65,3702.5947698801756
66,4089.6897287024185
67,1539.0198913048953
68,1225.9598979093134
69,2125.819858573377
70,-318.5300121838227
71,1425.3448300221935
72,284.8399556633085
73,2879.74483127892
74,1577.1348561234772
75,445.01488565374166
76,-300.3650292372331
77,4572.464729348198
78,327.8849381841719
79,1947.5648328196257
80,2390.129811588675
81,741.2148790275678
82,1260.4298992222175
83,1975.6148711098358
84,1954.7248519761488
85,1692.1048987340182
86,802.5099012088031
87,4188.949732582085
88,1861.9248865311965
89,605.5949114197865
90,724.0449159750715
91,553.4599095685408
92,4082.679767532274
93,3802.7647360991687
94,-79.03504024352878
95,2467.6547955311835
96,2617.149821879342
97,4553.374727983028
98,906.8998667057604
99,4635.379732315429
100,4119.3997302362695
101,4211.894733667374
102,3772.3847541334108
103,-512.390057339333
104,4960.599723691121
105,4407.824742456898
106,-940.8350366773084
107,-282.45502864196897
108,1609.9998380923644
109,4912.374721807428
110,60.20998501125723
111,44.37996503058821
112,681.5299525260925
113,97.97496678866446
114,207.23497042246163
115,-81.38000296521932
116,4120.589730123989
117,864.8998844958842
118,4680.199733193032
119,672.5949330758303
120,4945.579723086208
121,-370.8400122448802
122,617.8549495609477
123,3881.1047586183995
124,4489.819745658897
125,2561.0798395313323
126,4234.829753924161
127,3197.679788353853
128,1210.1998600987718
129,63.64998635649681
130,907.4699437133968
131,4136.664730786346
132,932.1899067666382
133,-622.7100425986573
134,4938.629722913727
135,404.7649618042633
136,683.709953459911
137,488.4249636447057
138,1728.27489899192
139,547.829965733923
140,2119.854876568541
141,2990.299799311906
142,3698.594750892371
143,3947.779761888087
144,1502.6149087082595
145,1703.9698977731168
146,2117.474876272492
147,1704.4548977026716
148,447.99992506671697
149,3825.899756796658
150,4393.334741817787
151,826.754940988496
152,4376.084721215069
153,698.034953745082
154,3293.2848094003275
155,4321.189756615087
156,543.2399671096355
157,3437.3997989268973
158,1141.5349331526086
159,154.07498762849718
160,405.9999039815739
161,1564.2148358374834
162,4912.964721685275
163,1691.6898977067322
164,-181.88000415824354
165,471.8599628461525
166,873.3649411480874
167,-105.61500282492489
168,304.2599753178656
169,4923.99972246401
170,4943.199722927995
171,4652.029733186588
172,963.429944193922
173,1703.7998420940712
174,4469.594745092094
175,2539.4148554634303
176,-78.41500098444521
177,528.9749650536105
178,-39.71000074129552
179,-138.97500465717167
180,333.39497590158135
181,-52.89999968931079
182,645.6999533846974
183,373.03996087703854
184,4974.13972416427
185,4685.739734772593
186,2155.9598778327927
187,1165.1599334375933
188,705.0349530382082
189,4474.599745458923
190,4954.054723580368
191,1760.3199002947658
192,1386.4998676404357
193,3287.599792470224
194,4926.904723165557
195,312.044975515455
196,4964.874724157155
197,4947.8497242620215
198,2831.919811778702
199,4519.099747337401
200,761.0699538886547
